id,factor,category,subcategory,prime
1988,Bright lights,SDOH,environmental,NULL
2008,"Flashing lights, two or more people talking at once, loud noise, usual noise ee",SDOH,wellness,NULL
2041,Ache all over,SDOH,wellness,NULL
2072,Color blind,medical,vision,NULL
2094,Neck stiffness,SDOH,wellness,NULL
2143,"Others' expectations",SDOH,wellness,NULL
2144,Major trigger when my husband drives - always triggers my ptsd,SDOH,travel,NULL
2145,"Not listening to my body's needs",SDOH,wellness,NULL
2182,Self care issues,medical,speech,NULL
2229,Sewing,medical,cognitive,NULL
2341,Right knee pain,SDOH,wellness,NULL
1408,Snow while traveling,SDOH,travel,NULL
2371,Tinodol,medical,speech,NULL
2372,Pérdida de balance a causa de problemas en la rodilla,medical,physical,NULL
2373,Disgrafia,medical,cognitive,NULL
2374,Reflujo,medical,physical,NULL
2375,Problemas para iniciar una verbalización,medical,speech,NULL
2376,Lisonoprol,medical,speech,NULL
2377,Pérdida de balance a causa de problemas en la rodilla,medical,physical,NULL
2378,Disgrafia,medical,cognitive,NULL
2379,Problemas para iniciar una verbalización,medical,speech,NULL
2380,Lisonoprol,medical,speech,NULL
2381,Reflujo,medical,physical,NULL
2382,Multiple chemical sensitivity,medical,physical,NULL
2383,Blind spots,medical,vision,NULL
2384,NULL,SDOH,situational,NULL
2385,Shin/knee pain,SDOH,wellness,NULL
2386,Swollen legs and  ankles,SDOH,wellness,NULL
2387,NULL,SDOH,situational,NULL
2388,NULL,SDOH,situational,NULL
2389,Light sensitivity ocular migraines,medical,vision,NULL
2390,NULL,SDOH,situational,NULL
2391,NULL,SDOH,situational,NULL
2392,NULL,SDOH,situational,NULL
2393,Diarrhea,SDOH,wellness,NULL
2394,Upper cervical apt,SDOH,wellness,NULL
2395,Argumentos/discusiones,SDOH,situational,NULL
2396,Sol brillante,SDOH,environmental,NULL
2397,Multitud/muchedumbre,SDOH,environmental,NULL
2398,Autobús/guagua,SDOH,travel,NULL
2399,Leer,SDOH,screen time,NULL
2400,Discapacidad: rodillas,SDOH,wellness,NULL
2401,NULL,SDOH,situational,NULL
2402,Too many airborne allergens,SDOH,wellness,NULL
2403,NULL,SDOH,situational,NULL
2404,NULL,SDOH,situational,NULL
2405,Swimming/water,SDOH,travel,NULL
2406,Pérdida de olfato,medical,physical,NULL
2407,Repetirse uno mismo,medical,physical,NULL
2408,Problemas manejando tareas diarias. ,medical,speech,NULL
2409,Dificultad para planificar con anticipación,medical,speech,NULL
2410,Veo luces,medical,vision,NULL
2411,Molestia fisica en ojos al realizar trabajo cercano,medical,vision,NULL
2412,Tormenta,SDOH,environmental,NULL
2413,Humedad,SDOH,environmental,NULL
2414,Aumento de peso,SDOH,Dietary,NULL
2415,Miembros familiares,SDOH,situational,NULL
2416,Alergias a los alimentos,SDOH,Dietary,NULL
2417,Comer en pocas cantidades,SDOH,Dietary,NULL
2418,Reunión o presentación del trabajo,SDOH,situational,NULL
2419,"Alergias: mangó, china y alimentos integrales.",SDOH,Dietary,NULL
2420,Planificar/organizar,SDOH,situational,NULL
2421,Educación en línea,SDOH,screen time,NULL
2422,Tráfico,SDOH,travel,NULL
2423,NULL,SDOH,situational,NULL
2424,Leg  and hip painpain,SDOH,wellness,NULL
2425,NULL,SDOH,situational,NULL
2426,Leg and knee pain,SDOH,wellness,NULL
2427,NULL,SDOH,situational,NULL
2428,Kindlw,SDOH,screen time,NULL
2429,NULL,SDOH,situational,NULL
2430,Doctor,SDOH,wellness,NULL
2431,NULL,SDOH,situational,NULL
2432,Cramps in calves,SDOH,wellness,NULL
2433,NULL,SDOH,situational,NULL
2434,NULL,SDOH,situational,NULL
2435,Tinglinfeet and calves,SDOH,wellness,NULL
2436,Lluvia,SDOH,environmental,NULL
2437,NULL,SDOH,situational,NULL
2438,And neck ache,SDOH,wellness,NULL
2439,Shoulders,SDOH,wellness,NULL
2440,NULL,SDOH,situational,NULL
2441,NULL,SDOH,situational,NULL
2442,Spent time with my wife volunteering at animal shelter,SDOH,wellness,NULL
2443,NULL,SDOH,situational,NULL
2444,NULL,SDOH,situational,NULL
2445,Shoulder and neck pain pai,SDOH,wellness,NULL
2446,NULL,SDOH,situational,NULL
2447,NULL,SDOH,situational,NULL
2448,NULL,SDOH,situational,NULL
2449,NULL,SDOH,situational,NULL
2450,Alcohol,SDOH,Dietary,NULL
2451,Ciclo menstrual,SDOH,wellness,NULL
2452,Presión barométrica,SDOH,environmental,NULL
2453,Sobreestimulación,SDOH,environmental,NULL
2454,NULL,SDOH,situational,NULL
2455,NULL,SDOH,situational,NULL
2456,NULL,SDOH,situational,NULL
2457,NULL,SDOH,situational,NULL
2458,Do not want to eat,SDOH,Dietary,NULL
2459,NULL,SDOH,situational,NULL
2460,Shin splints,SDOH,wellness,NULL
2461,Shoulder pain,SDOH,wellness,NULL
2462,NULL,SDOH,situational,NULL
2463,NULL,SDOH,situational,NULL
2464,Stufy sinuses,SDOH,wellness,NULL
2465,NULL,SDOH,situational,NULL
2466,NULL,SDOH,situational,NULL
2467,NULL,SDOH,situational,NULL
2468,Extremities tingling,SDOH,wellness,NULL
2469,NULL,SDOH,situational,NULL
2470,NULL,SDOH,situational,NULL
2471,NULL,SDOH,situational,NULL
2472,Gerd,SDOH,Dietary,NULL
2473,Peripheral neuropathy,SDOH,wellness,NULL
2474,Chofer,SDOH,situational,NULL
2475,NULL,SDOH,situational,NULL
2476,NULL,SDOH,situational,NULL
2477,Muscle cramps in arms and legsn,SDOH,wellness,NULL
2478,NULL,SDOH,situational,NULL
2479,NULL,SDOH,situational,NULL
2480,NULL,SDOH,situational,NULL
2481,Upper cervical chiro,SDOH,wellness,NULL
2482,NULL,SDOH,situational,NULL
2483,Shoulder adn neck,SDOH,wellness,NULL
2484,NULL,SDOH,situational,NULL
2485,NULL,SDOH,situational,NULL
2486,NULL,SDOH,situational,NULL
2487,NULL,SDOH,situational,NULL
2488,Accident,SDOH,travel,NULL
2489,NULL,SDOH,situational,NULL
2490,Divorce litigation,SDOH,Other,NULL
2491,NULL,SDOH,situational,NULL
2492,NULL,SDOH,situational,NULL
2493,NULL,SDOH,situational,NULL
2494,NULL,SDOH,situational,NULL
2495,Shoulder adn neck pain,SDOH,wellness,NULL
2496,NULL,SDOH,situational,NULL
2497,Shoulders adn neck,SDOH,wellness,NULL
2498,Ninguno,SDOH,Dietary,NULL
2499,Drove,SDOH,travel,NULL
2500,NULL,SDOH,situational,NULL
2501,I feel hungry but can’t eat,SDOH,Dietary,NULL
2502,NULL,SDOH,situational,NULL
2503,Sore eyes adn eadacheh,SDOH,wellness,NULL
2504,Sore back,SDOH,wellness,NULL
2505,Nauseous,SDOH,Dietary,NULL
2506,NULL,SDOH,situational,NULL
2507,NULL,SDOH,situational,NULL
2508,NULL,SDOH,situational,NULL
2509,NULL,SDOH,situational,NULL
2510,Congested,SDOH,wellness,NULL
2511,NULL,SDOH,situational,NULL
2512,Earsstuffed up,SDOH,wellness,NULL
2513,NULL,SDOH,situational,NULL
2514,NULL,SDOH,situational,NULL
2515,NULL,SDOH,situational,NULL
2516,Skin pain,SDOH,wellness,NULL
2517,Pain,SDOH,wellness,NULL
1119,Significant Other,SDOH,situational,true
2518,Sinus infection,SDOH,wellness,NULL
2519,Teaching in raleigh,SDOH,screen time,NULL
2520,Ride to raleigh and drive.back,SDOH,travel,NULL
2521,Mri,SDOH,environmental,NULL
2522,Fluorescent lights for an extended period,SDOH,environmental,NULL
2523,Violent behavior management at work,SDOH,situational,NULL
2524,Intense and challenging situation at work,SDOH,wellness,NULL
2525,Grocery store,SDOH,environmental,NULL
2526,Mall walking,SDOH,travel,NULL
2527,Concussion clinic reassessment,SDOH,environmental,NULL
2528,Concussion clinic reassessment,SDOH,situational,NULL
2529,Shopping on phone (black friday),SDOH,screen time,NULL
2530,Headache/ migraine/ sore eyes,SDOH,wellness,NULL
2531,Tight shoulders,SDOH,wellness,NULL
2532,Ate non stop,SDOH,Dietary,NULL
2533,Fall,medical,cognitive,NULL
2534,Short of breath,medical,cognitive,NULL
2535,Vision,medical,cognitive,NULL
2536,Cry a lot,medical,emotional,NULL
2537,Not satisfied when i eat,SDOH,Dietary,NULL
2538,Great leftoverd,SDOH,Dietary,NULL
2539,Counseling and speech today,SDOH,situational,NULL
2540,5 mins to grocery store and 5 back,SDOH,travel,NULL
2541,Shoulder,SDOH,wellness,NULL
2542,Snowstorm for morning drive to work,SDOH,travel,NULL
2543,Have had shoulder pain for several days. feels like pinched nerve again.,SDOH,wellness,NULL
2544,Orthotic search continues,SDOH,travel,NULL
2545,Student shouting and growling loudly,SDOH,environmental,NULL
2546,Made chart for slp practice,SDOH,screen time,NULL
2547,15 min video call with my mom was all i could do.,SDOH,screen time,NULL
2548,5 min to downtown and back,SDOH,travel,NULL
2549,Emergency,SDOH,situational,NULL
2550,Fainting,medical,cognitive,NULL
2551,Phone to follow cookie recipes,SDOH,screen time,NULL
2552,Snow and glare,SDOH,environmental,NULL
2553,Face pain,SDOH,wellness,NULL
2554,"Sun and snow,",SDOH,environmental,NULL
2555,Dropped daughter and friends off at mall - 10 min drive,SDOH,travel,NULL
2556,Read for a bit before bed last night,SDOH,screen time,NULL
2557,Lost of bladder control,SDOH,wellness,NULL
2558,"New year's day today",SDOH,situational,NULL
2559,Waited in food court while daughter shopped with,SDOH,situational,NULL
2560,Blizzard,SDOH,environmental,NULL
2561,Freezing rain,SDOH,environmental,NULL
2562,Blizzard!,SDOH,travel,NULL
2563,"Legs swollen, vein issues",SDOH,wellness,NULL
2564,Driving assessment wsib,SDOH,situational,NULL
2565,Vision issues,SDOH,wellness,NULL
2566,"Driving, shopping,moving head from side to side",SDOH,Other,NULL
2567,Sot of breath,SDOH,wellness,NULL
2568,Leg s swollen and painful,SDOH,wellness,NULL
2569,Light snow,SDOH,environmental,NULL
2570,"15 min video call with my mom, but still bothered my eyes",SDOH,screen time,NULL
2571,Snow storm and snow glare,SDOH,environmental,NULL
2572,Glare from snow,SDOH,environmental,NULL
2573,Vision,medical,physical,NULL
2574,Constant pressure in head,medical,physical,NULL
2575,Neck pain and heqdache,SDOH,wellness,NULL
2576,Hair appointment,SDOH,environmental,NULL
2577,Hair appointment,SDOH,situational,NULL
2578,Snowy slushy roads on way o work,SDOH,environmental,NULL
2579,Nap this afternoon,SDOH,wellness,NULL
2580,Wsib phonecall even though i i asked her to wait until tomorrow to talk,SDOH,situational,NULL
2581,"Othello's syndrome",medical,emotional,NULL
2582,Muscle spasticity,medical,physical,NULL
2583,Neurogenic bladder/bowel,medical,physical,NULL
2584,Decreased vision,medical,vision,NULL
2585,Inability to walk,SDOH,travel,NULL
2586,Constantly see floaters,medical,vision,NULL
2587,"Went to valentine's lunch at a local winery with husband",SDOH,situational,NULL
2588,Husband drove us today,SDOH,travel,NULL
2589,"Went to lunch for valentine's day to avoid dinner rush",SDOH,environmental,NULL
2590,"Crohn's meds last night and nauseous today - not sure if nausea is from concussion or meds",SDOH,Dietary,NULL
2591,"In law's visited",SDOH,situational,NULL
2592,Fluorescent lighting,SDOH,environmental,NULL
2593,Taxi/Uber/Lyft,SDOH,travel,NULL
2594,Conversation,SDOH,situational,NULL
2595,"Dizziness with spinning room, face, teeth, tongue tingling and ringing in ears overnight",SDOH,wellness,NULL
2596,Driver rehab session,SDOH,travel,NULL
2597,"Crohn's not good today",SDOH,Dietary,NULL
2598,"Bad crohn's day as well",SDOH,wellness,NULL
2599,"Not a great crohn's day",SDOH,Dietary,NULL
2600,Husband drove to tournament,SDOH,travel,NULL
2601,Bright loghts,SDOH,environmental,NULL
2602,Rain during drive,SDOH,environmental,NULL
2603,Bright lighting,SDOH,environmental,NULL
2604,Stress eating,SDOH,Dietary,NULL
2605,"Crohn's flare",SDOH,Dietary,NULL
2606,Rain while.driving,SDOH,travel,NULL
